Column1.PARTYMST_DESC,Industry,Sub-Industry / Activity,Confidence,Source
MARVELOUS DESIGN FURNITURE L.L.C - S.P.C,Manufacturing - Furniture,Custom furniture,High,Name-derived
MASAFI CO. L.L.C.,Manufacturing - Food & Beverage,Bottled water & beverages,High,Name-derived
MASAFI CO. L.L.C.,Manufacturing - Food & Beverage,Bottled water & beverages,High,Name-derived
MASAFI CO. L.L.C.,Manufacturing - Food & Beverage,Bottled water & beverages,High,Name-derived
MASAFI CO. L.L.C.,Manufacturing - Food & Beverage,Bottled water & beverages,High,Name-derived
MASAFI CO. L.L.C.,Manufacturing - Food & Beverage,Bottled water & beverages,High,Name-derived
MASAFI CO. L.L.C.,Manufacturing - Food & Beverage,Bottled water & beverages,High,Name-derived
MASAFI CO. L.L.C.,Manufacturing - Food & Beverage,Bottled water & beverages,High,Name-derived
MASAFI CO. L.L.C.,Manufacturing - Food & Beverage,Bottled water & beverages,High,Name-derived
MASAFI CO. L.L.C.,Manufacturing - Food & Beverage,Bottled water & beverages,High,Name-derived
MASAFI CO. L.L.C.,Manufacturing - Food & Beverage,Bottled water & beverages,High,Name-derived
MASAR MEDICAL CO,Medical Supplies,Medical equipment & supplies,High,Name-derived
MASEERA TRADING LLC,Trading & Distribution,General trading,Low,Name-derived
MASEERA TRADING LLC,Trading & Distribution,General trading,Low,Name-derived
MASHARIF FOOD INDUSTRIES ONE PERSON COMPANY LLC,Manufacturing - Food,Food production,High,Name-derived
MASTER GADGET FZCO,Consumer Electronics,Consumer gadgets trading,High,Name-derived
MASTERGLOBAL LOGISTICS LLC,Logistics & Supply Chain,Freight forwarding,High,Name-derived
MASTERGLOBAL LOGISTICS LLC,Logistics & Supply Chain,Freight forwarding,High,Name-derived
MAX TECHNICAL ELECTRICAL TRADING LLC,Electrical Trading,Electrical products & services,Medium,Name-derived
MAX TECHNICAL ELECTRICAL TRADING LLC,Electrical Trading,Electrical products & services,Medium,Name-derived
MAX TECHNICAL ELECTRICAL TRADING LLC,Electrical Trading,Electrical products & services,Medium,Name-derived
MAXCO ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MAXPOWER ELECTROMECHANICAL CONTRACTING LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MBM GULF ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MBM GULF ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MBM GULF ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MBM GULF ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MBM GULF ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MBM GULF ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MBM GULF ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MBM GULF ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MBM GULF ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MBM GULF ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MBM GULF ELECTROMECHANICAL LLC,MEP & Electromechanical,MEP contracting & services,Medium,Name-derived
MCDONALD’S MIDDLE EAST DEVELOPMENT COMPANY (DUBAI BRANCH),Food Service,QSR franchise development,High,Name-derived
MCDONALD’S MIDDLE EAST DEVELOPMENT COMPANY (DUBAI BRANCH),Food Service,QSR franchise development,High,Name-derived
MCDONALD’S MIDDLE EAST DEVELOPMENT COMPANY (DUBAI BRANCH),Food Service,QSR franchise development,High,Name-derived
MCDONALD’S MIDDLE EAST DEVELOPMENT COMPANY (DUBAI BRANCH),Food Service,QSR franchise development,High,Name-derived
MCDONALD’S MIDDLE EAST DEVELOPMENT COMPANY (DUBAI BRANCH),Food Service,QSR franchise development,High,Name-derived
MECHWAY GLOBAL LLC,Industrial Distribution,Mechanical components for building services & infrastructure,Medium,Web-verified
MEDAIT STAR REAL ESTATE LLC,Real Estate,Real estate services,High,Name-derived
MEDAIT STAR REAL ESTATE LLC,Real Estate,Real estate services,High,Name-derived
MEDAIT STAR REAL ESTATE LLC,Real Estate,Real estate services,High,Name-derived
MEDIA BUILDING MATERIAL TRADING LLC- RAK,Building Materials Trading,Building materials & sanitaryware,Medium,Name-derived
MEDIA GENERAL TRADING LLC,Marketing Services,Advertising & marketing,Medium,Name-derived
MEDNET LLC,Insurance Services,Third-party health insurance administration,High,Name-derived
MEETHAQ EMPLOYMENT AGENCY,HR & Recruitment,Employment agency,High,Name-derived
MEETHAQ EMPLOYMENT AGENCY,HR & Recruitment,Employment agency,High,Name-derived
MEETHAQ EMPLOYMENT AGENCY,HR & Recruitment,Employment agency,High,Name-derived
MEETHAQ EMPLOYMENT AGENCY,HR & Recruitment,Employment agency,High,Name-derived
MEETHAQ EMPLOYMENT AGENCY,HR & Recruitment,Employment agency,High,Name-derived
MEETHAQ MANPOWER LLC,HR & Recruitment,Manpower supply,High,Name-derived
MEF TECHNICAL SERVICES L.L.C,Technical Services,Technical & maintenance services,Medium,Name-derived
MEGA MIC GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MEGASTRIKE MIDDLE EAST & AFRICA FZCO,Chemicals Distribution,Polymers & chemicals trading,Medium,Name-derived
MEGASTRIKE MIDDLE EAST & AFRICA FZCO,Chemicals Distribution,Polymers & chemicals trading,Medium,Name-derived
MEGASTRIKE MIDDLE EAST & AFRICA FZCO,Chemicals Distribution,Polymers & chemicals trading,Medium,Name-derived
MEGASTRIKE MIDDLE EAST POLYMERS TRADING LLC,Chemicals Distribution,Polymers trading,High,Name-derived
MELDEN ADVISORY DMCC,Professional Services,Corporate / financial advisory,High,Name-derived
MELDEN ADVISORY DMCC,Professional Services,Corporate / financial advisory,High,Name-derived
MELDEN ADVISORY DMCC,Professional Services,Corporate / financial advisory,High,Name-derived
MERIDIAN EXPRESS LOGISTICS LLC,Logistics & Supply Chain,Freight & logistics,High,Name-derived
METRO INTERNATIONAL LLC,Manufacturing - Paper & Packaging,"Drum/can closures, packaging components & filtration",High,Web-verified
METRO INTERNATIONAL LLC,Manufacturing - Paper & Packaging,"Drum/can closures, packaging components & filtration",High,Web-verified
METRO INTERNATIONAL LLC,Manufacturing - Paper & Packaging,"Drum/can closures, packaging components & filtration",High,Web-verified
METRO INTERNATIONAL MEDICAL CENTER PHARMACY L.L.C,Pharmacy Retail,Clinic pharmacy,High,Name-derived
MEVAGO BUSINESS RESOURCES EST,Professional Services,Business services,Low,Name-derived
MFIVE SERVICES,Unclassified,Insufficient information in name,Low,Name-derived
MFIVE SERVICES,Unclassified,Insufficient information in name,Low,Name-derived
MFIVE SERVICES,Unclassified,Insufficient information in name,Low,Name-derived
MIDDLE EAST FACTORY L. L. C,Manufacturing,Industrial manufacturing,Low,Name-derived
MIDDLE EAST FUJI LLC,Elevators & Escalators,Lift supply & installation,High,Name-derived
MIDDLE EAST FUJI LLC,Elevators & Escalators,Lift supply & installation,High,Name-derived
MIDDLE EAST FUJI LLC,Elevators & Escalators,Lift supply & installation,High,Name-derived
MIDDLE EAST GROUP (FZE),Trading & Distribution,International trading,Low,Name-derived
MIDHAT PASHA CAFE L.L.C,Food Service,Cafe,High,Name-derived
MINERAL CIRCLES BEARINGS FZE,Industrial Distribution,Bearings & power transmission,High,Name-derived
MINERAL CIRCLES BEARINGS FZE,Industrial Distribution,Bearings & power transmission,High,Name-derived
MINERAL CIRCLES BEARINGS FZE,Industrial Distribution,Bearings & power transmission,High,Name-derived
MINERAL CIRCLES BEARINGS FZE,Industrial Distribution,Bearings & power transmission,High,Name-derived
MINERAL CIRCLES BEARINGS FZE,Industrial Distribution,Bearings & power transmission,High,Name-derived
MINERAL CIRCLES BEARINGS FZE,Industrial Distribution,Bearings & power transmission,High,Name-derived
MINERAL CIRCLES BEARINGS FZE,Industrial Distribution,Bearings & power transmission,High,Name-derived
MINERAL CIRCLES BEARINGS FZE,Industrial Distribution,Bearings & power transmission,High,Name-derived
MINERAL CIRCLES BEARINGS FZE,Industrial Distribution,Bearings & power transmission,High,Name-derived
MINERAL CIRCLES BEARINGS FZE,Industrial Distribution,Bearings & power transmission,High,Name-derived
MIRAJKAR GENERAL TRADING CO LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MIRAK ROYAL NATURE FRUITS AND VEGETABLES,Fresh Produce & Grocery,Fruits & vegetables wholesale,Medium,Name-derived
MIRAK ROYAL NATURE FRUITS AND VEGETABLES,Fresh Produce & Grocery,Fruits & vegetables wholesale,Medium,Name-derived
MIRAK ROYAL NATURE FRUITS AND VEGETABLES,Fresh Produce & Grocery,Fruits & vegetables wholesale,Medium,Name-derived
MISTER BAKER LLC,Manufacturing - Food,Bakery & cakes,High,Name-derived
MISTER BAKER LLC,Manufacturing - Food,Bakery & cakes,High,Name-derived
MISTER BAKER LLC,Manufacturing - Food,Bakery & cakes,High,Name-derived
MISTER BAKER LLC,Manufacturing - Food,Bakery & cakes,High,Name-derived
MIX DESIGN CEMENT PRODUCT TRADING,Building Materials Trading,Cement products,High,Name-derived
MIX PARTS L. L. C.,Automotive Parts Trading,Auto spare parts trading (inferred - not found online),Low,Web-verified
MK GLOBAL STEEL & TIMBER TRADING FZCO,Steel & Metals Trading,Steel & timber trading,High,Name-derived
MMJ SECURITY AND SAFETY,Security Services,Security & safety systems,High,Name-derived
MODERN KEY TREND GENERAL TRADING (L.L.C),Trading & Distribution,General trading & wholesale,Medium,Name-derived
MODERN KEY TREND GENERAL TRADING (L.L.C),Trading & Distribution,General trading & wholesale,Medium,Name-derived
MODERN KEY TREND GENERAL TRADING (L.L.C),Trading & Distribution,General trading & wholesale,Medium,Name-derived
MODPAK LLC,Manufacturing - Paper & Packaging,Packaging,High,Name-derived
MOHAMED ALI MOIDEEN DRUG STORE - FZE,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
MOHAMED ALI MOIDEEN DRUG STORE - FZE,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
MOHAMED ALI MOIDEEN DRUG STORE - FZE,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
MOHAMED ALI MOIDEEN DRUG STORE - FZE,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
MOHAMED ALI MOIDEEN DRUG STORE - FZE,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
MOHAMED ALI MOIDEEN DRUG STORE - FZE,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
MOHAMED ALI MOIDEEN DRUG STORE - FZE,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
MOHAMED ALI MOIDEEN DRUG STORE - FZE,Pharmaceuticals,Pharmaceutical distribution,High,Name-derived
MOHAMED ALI MOIDEEN KUTTY GENERAL TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMED ALI MOIDEEN KUTTY GENERAL TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMED ALI MOIDEEN KUTTY GENERAL TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMED ALI MOIDEEN KUTTY GENERAL TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMED ALI MOIDEEN KUTTY GENERAL TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMED ALI MOIDEEN KUTTY GENERAL TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMED ALI MOIDEEN KUTTY GENERAL TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMED ALI MOIDEEN KUTTY GENERAL TRADING L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMED MOHIUDEEN GENERAL TRADING COMPANY LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMMAD JAWAD YOUSUF KHOORY,Individual / Personal Account,Named individual / sole trader,Medium,Name-derived
MOHAMMAD MATTAR BIN LAHEJ TRADING CO. L.L.C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMMED ALI GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMMED ALI GENERAL TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMMED ALSAEED GENERAL TRADING,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMMED ALSAEED GENERAL TRADING,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMMED ALSAEED GENERAL TRADING,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMMED ALSAEED GENERAL TRADING,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHAMMED ALSAEED GENERAL TRADING,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHD AHMED ZAMIN PIMA TRADING COMPANY LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHD AHMED ZAMIN PIMA TRADING COMPANY LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHD AHMED ZAMIN PIMA TRADING COMPANY LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHD ALI AL BALOOSHI TRADING LLC,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHD MANSOOR TRADING L. L. C,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHD RIYAZ GROUP,Diversified Group,Diversified group,Low,Name-derived
MOHEBI LOGISTICS,Logistics & Supply Chain,"3PL, warehousing & distribution",High,Name-derived
MOHEBI LOGISTICS,Logistics & Supply Chain,"3PL, warehousing & distribution",High,Name-derived
MOHEBI LOGISTICS,Logistics & Supply Chain,"3PL, warehousing & distribution",High,Name-derived
MOHEBZADA GROUP OF COMPANIES,Diversified Group,Diversified group,Medium,Name-derived
MOHEBZADA GROUP OF COMPANIES,Diversified Group,Diversified group,Medium,Name-derived
MOHIDEEN GENERAL TRADING L.L.C (SOLE PROPRIETORSHIP),Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHIDEEN GENERAL TRADING L.L.C (SOLE PROPRIETORSHIP),Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHIDEEN GENERAL TRADING L.L.C (SOLE PROPRIETORSHIP),Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHIDEEN GENERAL TRADING L.L.C (SOLE PROPRIETORSHIP),Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHIDEEN GENERAL TRADING L.L.C (SOLE PROPRIETORSHIP),Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHIDEEN GENERAL TRADING L.L.C (SOLE PROPRIETORSHIP),Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHIDEEN GENERAL TRADING L.L.C (SOLE PROPRIETORSHIP),Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHIDEEN GENERAL TRADING L.L.C (SOLE PROPRIETORSHIP),Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOHIDEEN TRADERS - FISH MARKET,Fresh Produce & Grocery,Fish wholesale,High,Name-derived
MOHIDEEN VEGETABLE - AL HABAY FOOD STUFF DIVISION,Fresh Produce & Grocery,Vegetables & foodstuff,High,Name-derived
MOHIDEEN VEGETABLE - AL HABAY FOOD STUFF DIVISION,Fresh Produce & Grocery,Vegetables & foodstuff,High,Name-derived
MOIDEEN TRADERS L.L.C.,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MOIDEEN TRADERS L.L.C.,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MORA GENERAL TRADING,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MORA GENERAL TRADING,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MORYA GROUP,Diversified Group,Diversified group,Low,Name-derived
MORYA GROUP,Diversified Group,Diversified group,Low,Name-derived
MOTIVE INTERNATIONAL TRADING,Trading & Distribution,General trading,Low,Name-derived
MQ HOLDING GROUP LLC,Investment & Holding,Holding company,Medium,Name-derived
MQ HOLDING GROUP LLC,Investment & Holding,Holding company,Medium,Name-derived
MQ HOLDING GROUP LLC,Investment & Holding,Holding company,Medium,Name-derived
MS ARCHITECTURE & DESIGN,Architecture & Design,Architectural design,High,Name-derived
MSHAKEK FOODSTUFF CATERING,Food Service,Catering,High,Name-derived
MSHAKEK FOODSTUFF CATERING,Food Service,Catering,High,Name-derived
MSHAKEK FOODSTUFF CATERING,Food Service,Catering,High,Name-derived
MSHAKEK FOODSTUFF CATERING,Food Service,Catering,High,Name-derived
MSHAKEK FOODSTUFF CATERING,Food Service,Catering,High,Name-derived
MSHKAK GENERAL TRADING,Trading & Distribution,General trading & wholesale,Medium,Name-derived
MTM & O GOLD REFINERY DMCC,Jewellery & Precious Metals,Gold refining,High,Name-derived
MUC MIDDLE EAST ENGINEERING CONSULTANCY,Engineering Consultancy,Design & supervision consultancy,High,Name-derived
MUDIN AL EMARATE BLDG. CONT LLC,Construction & Contracting,Building & civil contracting,Medium,Name-derived
MUDIN AL EMARATE HOSPITALITY,Hospitality,Hospitality services,Medium,Name-derived
MUDIN AL EMARATE HOSPITALITY,Hospitality,Hospitality services,Medium,Name-derived
MULTI COMMERCE FZC,Trading & Distribution,General trading,Low,Name-derived
MULTI COMMERCE FZC,Trading & Distribution,General trading,Low,Name-derived
MULTI COMMODITY GENERAL TRADING FZE,Commodity Trading,Commodity trading,Medium,Name-derived
MULTI GRAIN TRADING LLC,Commodity Trading,Grain trading,High,Name-derived
MULTI PRODUCTS ENTERPRISE L. L. C,Trading & Distribution,General trading,Low,Name-derived
MULTI PRODUCTS ENTERPRISE L. L. C,Trading & Distribution,General trading,Low,Name-derived
MULTI PRODUCTS ENTERPRISE L. L. C,Trading & Distribution,General trading,Low,Name-derived
MULTI PRODUCTS ENTERPRISE L. L. C,Trading & Distribution,General trading,Low,Name-derived
MULTI TRADE LIMITED FZC,Trading & Distribution,General trading,Low,Name-derived
MULTI TRADE LIMITED FZC,Trading & Distribution,General trading,Low,Name-derived
MULTI TRADE LIMITED FZC,Trading & Distribution,General trading,Low,Name-derived
